-0.047538,-0.013661,-0.008993,-0.013737,-0.052061,0.027708,0.003232,0.004448,-0.020085,0.017368,-0.017759,0.009326,-0.030663,0.038668,0.005258,0.010152,-0.022972,-0.030826,0.015684,-0.036109,-0.008129,-0.004851,-0.008415,-0.01924,-0.015087,0.031115,0.01655,-0.003837,-0.011112,-0.011551,-0.011889,-0.017496,0.008849,-0.015361,-0.038077,-0.01242,0.054401,0.006611,-0.001065,-0.022256,0.006522,0.051554,-0.060334,-0.087951,-0.045822,-0.025161,-0.00427,-0.020557,0.009442,0.017133,0.035662,-0.00201,-0.022656,0.022695,-0.019349,-0.037563,0.000159,0.012922,0.002306,-0.040116,-0.040249,0.039894,0.025583,-0.032237,-0.049327,0.014328,-0.008735,-0.002761,-0.023306,0.061413,-0.030688,-0.020675,0.032711,-0.002831,-0.038941,-0.033503,-0.005146,0.021425,-0.04309,0.0385
-0.046807,-0.024613,0.007305,-0.017366,-0.04393,0.014895,0.007687,0.003191,-0.010884,0.010063,-0.013036,-0.013834,-0.035679,0.031393,-0.005347,0.000681,-0.006152,-0.005469,0.021786,-0.032659,-0.01176,0.005505,-0.02708,-0.016802,-0.005852,0.012838,0.03032,0.015766,-0.016412,-0.014072,-0.02985,-0.007614,0.02531,-0.03661,-0.022043,-0.023212,0.042674,0.022743,-0.018557,-0.043814,0.018021,0.044291,-0.044967,-0.066418,-0.031077,-0.028422,0.019274,-0.012867,0.026141,0.00652,0.014645,0.028856,-0.001603,-0.004537,0.00879,-0.030062,-0.001649,-0.018928,-0.027965,-0.042003,-0.020248,0.01865,0.025376,-0.057499,-0.02135,0.042586,-0.010766,0.026675,-0.007343,0.055656,-0.031092,-0.033368,0.02765,-0.00993,-0.033138,-0.008244,-0.011534,0.026433,-0.045993,0.0388
-0.049338,-0.019097,0.006683,-0.024633,-0.028712,-0.00992,0.006004,-0.005641,-0.011179,0.00743,-0.009264,-0.014165,-0.038269,0.030274,-0.021602,0.036749,-0.000731,-0.043437,0.013987,-0.055021,-0.007623,0.002303,-0.040599,-0.016216,-0.002158,0.030018,0.032786,-0.030875,-0.033481,0.005737,-0.031727,-0.024255,-0.000566,-0.045452,-0.024911,-0.011611,0.040571,-0.004366,0.012172,-0.022387,0.017056,0.033166,-0.032203,-0.080947,-0.035239,-0.030118,-0.006351,-0.029371,0.03185,0.008825,0.04182,-0.014399,-0.027705,-0.000372,-0.001902,-0.032763,-0.005052,0.010999,-0.026349,-0.043465,-0.035151,0.067273,0.035204,-0.029057,-0.021068,0.030298,-0.016109,0.005764,-0.038467,0.07213,-0.023313,-0.017307,0.015388,-0.015672,-0.032031,0.00259,-0.011812,0.005823,-0.043359,0.008371
-0.044876,-0.014285,0.022529,-0.006525,-0.058032,-0.003828,-0.019111,-0.006827,-0.008714,-0.0006,-0.002553,-0.014821,0.010773,-0.005464,0.011344,-0.002401,-0.015488,-0.006849,-0.001457,-0.015515,0.000739,0.007878,-0.001114,-0.034193,-0.023999,0.011019,0.018594,-0.00441,-0.028544,-0.008993,-0.010028,-0.022828,-0.009511,-0.036387,-0.004837,-0.017855,0.049485,-0.023597,0.002248,-0.029299,-0.005078,0.035183,-0.028454,-0.075011,-0.020664,-0.002152,0.012641,-0.027627,0.036144,-0.009644,0.020011,0.005179,0.000688,0.001022,-0.033203,-0.013787,-0.013249,-0.013574,-0.000315,-0.010688,-0.052156,0.033988,-0.000479,-0.004827,-0.037111,0.03244,-0.012666,0.011729,0.012309,0.053392,-0.016151,0.00245,0.047146,0.006355,-0.036205,-0.004738,-0.001467,0.014976,-0.049662,0.029911
-0.054397,-0.039587,0.015996,-0.025168,-0.042899,-0.021572,-0.020309,-0.012336,-0.004432,0.011542,0.008033,-0.01051,-0.002722,-0.018656,-0.034891,0.032125,-0.010313,0.007255,0.01458,-0.01459,-0.005028,0.030896,-0.008547,-0.027993,-0.030257,0.012454,0.021147,-0.014856,-0.036389,0.004531,-0.002101,-0.005994,0.003387,-0.031815,-0.007078,-0.020626,0.053232,-0.03869,0.010269,-0.031352,-0.001401,0.015901,-0.027321,-0.074156,-0.035131,-0.016569,-0.004673,-0.038346,0.037164,-0.004085,0.008443,-0.025873,0.003636,0.01282,-0.021273,-0.014904,-0.004861,0.013214,-0.030665,-0.020865,-0.044398,0.035699,0.013525,-0.018068,0.000323,0.023289,0.007156,0.00782,-0.006497,0.046434,-0.032585,-0.004712,0.026699,-0.018262,-0.029492,0.008116,-0.004901,0.018606,-0.046101,0.01776
-0.037592,-0.035965,0.013383,0.006441,-0.026753,-0.024777,-0.018055,-0.027477,-0.011916,0.032855,-0.000463,-0.009167,-0.011111,-0.023267,-0.00629,0.018385,0.032831,0.004884,-0.000021,-0.035424,-0.011615,0.010282,-0.039152,-0.029115,-0.040662,0.007792,0.028992,-0.022203,-0.026675,-0.016549,-0.013308,0.022761,-0.003897,-0.032163,0.000008,-0.03399,0.047743,-0.011156,0.009201,-0.039221,0.015607,0.010373,-0.032746,-0.06672,-0.024697,-0.00501,0.013819,-0.021041,0.056968,0.000708,0.018999,0.009777,-0.01527,0.02283,-0.004823,-0.0199,-0.005104,-0.004706,-0.028059,-0.030658,-0.021197,0.042501,0.014988,-0.001078,-0.013721,0.018843,-0.000887,-0.015749,-0.048855,0.053992,-0.020144,-0.000574,0.008378,-0.03688,-0.010935,0.022734,-0.031727,0.000501,-0.02625,0.016152
-0.04588,-0.008596,0.0187,0.029372,-0.041475,0.022122,-0.010954,-0.004473,-0.007267,0.004804,-0.004113,0.003601,0.021709,-0.025105,0.015597,0.016135,-0.008526,-0.017908,-0.030426,-0.010169,-0.031404,-0.017981,-0.012773,-0.025343,-0.025329,0.021575,0.024566,-0.013338,-0.024421,-0.026293,0.010468,0.001648,0.011008,-0.027061,-0.015746,-0.001351,0.027796,-0.01903,-0.000392,-0.02019,0.021188,-0.010858,-0.031403,-0.033782,-0.011812,-0.006617,0.020147,-0.033019,0.033206,0.013084,0.016232,-0.00609,0.012299,0.004419,-0.012428,-0.030781,-0.002015,-0.034918,0.002887,-0.032342,-0.029306,0.036039,0.01012,-0.0343,0.001085,0.01217,0.031275,0.014506,-0.009204,0.016185,-0.00935,-0.007292,0.030223,-0.026359,-0.050694,-0.008202,0.014592,0.0092,-0.047129,0.037209
-0.061607,-0.023689,0.004458,0.018069,-0.008742,-0.021328,-0.026795,-0.018178,0.002871,0.006814,0.007478,-0.012659,0.005811,-0.029289,-0.016441,0.02616,0.018662,-0.012628,-0.001967,-0.030307,-0.018033,0.008863,-0.021055,-0.013081,-0.010244,0.014588,0.017574,-0.012294,-0.014524,-0.001319,0.009219,0.001022,0.00622,-0.036239,-0.010336,-0.004044,0.027032,-0.03318,0.021154,-0.04122,-0.009831,0.003691,-0.035788,-0.026764,-0.027318,-0.009806,-0.020543,-0.044598,0.051621,-0.004478,0.023194,-0.010387,-0.002173,0.018699,-0.019168,-0.024378,-0.007378,-0.008076,-0.021554,-0.028692,-0.025688,0.021621,-0.000809,-0.029631,0.009195,0.002569,0.022183,0.023892,-0.010839,0.025808,-0.007095,-0.013201,0.023685,-0.016218,-0.0322,0.014802,0.011579,0.017981,-0.062547,0.005554
-0.033458,-0.028211,0.020567,0.000093,-0.02051,-0.029196,-0.004594,-0.003253,-0.00857,0.000522,-0.009992,-0.024325,-0.008283,-0.012145,-0.027513,0.024674,0.011132,-0.033388,0.000814,-0.039933,-0.014863,0.041647,-0.03728,-0.0281,-0.015736,-0.003084,0.015645,0.008465,-0.003223,-0.02607,-0.006535,0.023058,-0.005907,-0.017863,-0.000613,-0.008724,0.040126,-0.024821,0.007593,-0.021544,-0.012383,0.007855,-0.053958,-0.014579,-0.004092,-0.004516,-0.010349,-0.017333,0.042592,0.001282,0.004125,0.015856,-0.001841,0.026263,0.001813,-0.020608,0.015557,-0.008402,-0.025982,-0.012029,-0.024457,0.013858,-0.006396,0.001354,0.0011,0.033573,0.007252,-0.008697,-0.002017,0.041967,-0.014453,-0.027433,0.015869,-0.033731,-0.026592,0.023111,0.030115,-0.002713,-0.046878,0.014781
-0.057732,0.001844,0.021734,0.039242,0.005819,0.000293,-0.009267,-0.044525,-0.013473,0.070934,-0.001628,-0.021251,0.000675,-0.017118,-0.008008,-0.027478,0.044197,-0.004857,-0.001732,-0.006051,-0.045456,0.0277,-0.021686,-0.019076,-0.039701,0.017069,-0.016452,0.006337,-0.023649,-0.003009,-0.011732,0.028605,-0.009405,0.012674,-0.004701,-0.014704,0.029338,0.016482,-0.002858,-0.018233,-0.029847,-0.020842,-0.037422,0.000835,-0.015218,-0.007991,0.00368,-0.058521,0.050881,0.008358,0.038351,0.03972,-0.023397,0.011814,-0.005418,-0.014264,0.030789,-0.024019,0.007672,-0.024004,-0.032099,0.09034,0.003551,-0.035627,-0.010646,0.002665,0.02479,-0.015442,0.002032,0.013987,0.000882,-0.017267,0.005809,-0.035182,0.00497,0.033637,-0.010257,0.009892,-0.076396,0.006622
