@relation mice-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.NominalToBinary-R78-80-weka.filters.unsupervised.attribute.RandomProjection-M-N32-R20-DSparse1

@attribute K1 numeric
@attribute K2 numeric
@attribute K3 numeric
@attribute K4 numeric
@attribute K5 numeric
@attribute K6 numeric
@attribute K7 numeric
@attribute K8 numeric
@attribute K9 numeric
@attribute K10 numeric
@attribute K11 numeric
@attribute K12 numeric
@attribute K13 numeric
@attribute K14 numeric
@attribute K15 numeric
@attribute K16 numeric
@attribute K17 numeric
@attribute K18 numeric
@attribute K19 numeric
@attribute K20 numeric
@attribute K21 numeric
@attribute K22 numeric
@attribute K23 numeric
@attribute K24 numeric
@attribute K25 numeric
@attribute K26 numeric
@attribute K27 numeric
@attribute K28 numeric
@attribute K29 numeric
@attribute K30 numeric
@attribute K31 numeric
@attribute K32 numeric
@attribute class {c-CS-m,c-SC-m,c-CS-s,c-SC-s,t-CS-m,t-SC-m,t-CS-s,t-SC-s}

@data
11.894419,-9.808015,-2.074179,-2.59152,8.430534,-14.75986,4.151114,-36.218984,12.691722,-3.156169,3.138376,-7.012208,-4.186436,-5.242753,9.918977,-8.164716,-3.606182,1.837316,29.699061,-5.086051,-17.37037,-0.958344,15.465509,3.608321,-2.962214,-5.673092,-8.296516,-6.379666,4.708807,-0.660414,12.198124,-9.205815,c-CS-m
11.514175,-9.843259,-2.117351,-3.249341,7.654371,-13.996566,3.767569,-34.580956,12.099026,-3.10038,2.176138,-7.041481,-4.005794,-5.163356,9.106389,-8.488466,-3.953517,1.811484,28.662315,-4.828388,-16.945308,-0.869138,15.269516,3.535481,-2.88181,-4.941264,-8.47069,-5.935913,4.755508,-0.184347,11.019226,-9.113753,c-CS-m
12.236622,-9.469686,-1.841541,-3.790132,7.780119,-13.985872,3.613439,-35.023753,12.281635,-3.0738,1.890636,-7.188025,-3.836487,-4.826193,9.296559,-8.594578,-4.485353,1.985316,28.636344,-5.207115,-16.874851,-0.372907,15.192765,3.814525,-3.209753,-4.83833,-8.657691,-5.688079,4.931533,0.407952,10.581524,-9.122668,c-CS-m
11.305709,-9.557685,-2.76578,-3.652828,6.71389,-11.972909,3.507555,-30.807643,11.338237,-3.356136,2.296781,-6.487012,-4.552448,-5.256947,7.703118,-7.242208,-3.255223,1.363275,25.721507,-4.593667,-14.385446,-0.366436,13.34329,3.310897,-3.223975,-3.863532,-7.334044,-5.188859,4.204413,-0.124127,11.423085,-8.997554,c-CS-m
11.878228,-9.56241,-2.524461,-4.255067,6.624052,-11.39156,3.240548,-30.164805,11.08255,-3.405889,1.733798,-6.54546,-4.204029,-4.925376,7.352835,-7.331852,-3.808154,1.29047,25.07435,-4.618621,-14.18511,-0.039084,13.110393,2.878892,-3.29876,-3.718864,-7.531274,-4.869708,3.973077,0.58331,10.487015,-8.896106,c-CS-m
11.538418,-9.511964,-2.816618,-4.201264,6.44873,-11.671014,3.07403,-30.207304,10.748828,-3.299207,1.336901,-6.796096,-4.340232,-4.791055,7.518481,-7.613141,-3.80957,1.642353,25.348934,-5.004435,-14.480038,0.123681,13.101229,3.5513,-3.40449,-3.276363,-7.600935,-5.136847,4.117395,0.699833,10.455552,-8.951128,c-CS-m
10.744864,-9.150897,-2.944358,-3.428645,6.60073,-10.718859,3.344387,-27.968304,10.752279,-3.521602,2.420837,-5.746905,-4.708445,-5.185829,6.92755,-6.160503,-2.855752,0.994033,23.831805,-4.444907,-13.395615,-0.433851,12.076369,3.333327,-3.114106,-3.621214,-6.917236,-5.027066,3.651333,0.087981,11.735938,-8.47269,c-CS-m
10.921407,-9.113338,-2.940437,-4.178418,6.114295,-10.119476,2.945877,-27.607165,10.854754,-3.515287,1.465166,-6.08176,-4.542568,-4.679934,6.682498,-6.719443,-3.590796,1.186656,23.165409,-4.369419,-13.132769,-0.333643,12.041257,3.061592,-3.002685,-3.349636,-7.078225,-4.741248,3.521997,0.422023,10.599616,-8.677547,c-CS-m
11.12173,-8.808156,-2.807786,-4.538775,5.526309,-9.647426,2.805453,-26.6431,10.003094,-3.396129,1.027808,-6.055809,-4.426928,-4.142492,5.972116,-6.544481,-3.89836,1.351375,22.170157,-4.32636,-12.209077,0.216212,11.630314,2.711505,-2.954894,-2.711759,-6.760104,-3.942148,3.875604,1.200135,9.687019,-8.500846,c-CS-m
10.829764,-8.880483,-2.615042,-3.661883,5.298558,-8.53993,2.605346,-24.760572,10.061662,-3.288835,1.790987,-5.141669,-5.093705,-4.696501,5.530776,-5.160521,-3.151524,0.829069,21.036379,-4.191747,-12.025376,-0.066038,10.358977,2.968463,-2.751124,-3.080388,-6.343212,-4.014383,3.641542,0.32587,11.090669,-7.792403,c-CS-m
